"FieldName","FieldLabel","DataType","SourceTable","ValueSet"
"HOSPITAL_PHONE","Phone","String","GeneralModel",""
"HOSPITAL_PHONE","Phone","String","HepModel",""
"HOSPITAL_RECORD_NUMBER","Hospital medical record number","String","GeneralModel",""
"HOSPITAL_STATE","State","String","GeneralModel",""
"HOSPITAL_STATE","State","String","HepModel",""
"HOSPITAL_STATUS","Was the patient hospitalized for this disease?","Selection","HepModel","HOSPITAL_STATUS"
"HOSPITAL_STATUS","Was patient hospitalized for this illness?","Selection","GeneralModel","HOSPITAL_STATUS"
"HOSPITAL_STATUS_OTHER","In the past 14 days, was patient hospitalized for an illness other than COVID-19?","Selection","GeneralModel","HOSPITAL_STATUS_OTHER"
"HOSPITAL_ZIP","Zip","String","GeneralModel",""
"HOSPITAL_ZIP","Zip","String","HepModel",""
"HOSPITALIZED_INCUBATION","Hospitalized","Selection","HepModel","HOSPITALIZED_INCUBATION"
"HOSPITALIZED_NUMBER_DAYS","Number of days hospitalized","Number","HepModel",""
"HOSPITALIZED_NUMBER_DAYS","Number of days hospitalized","Number","GeneralModel",""
"HOUSE_KEEPING_ASSESSMENT_ACTION_COUNSELED","Counseled parents on the role of adequate housekeeping in reducing lead exposures.","Selection","LeadModel","HOUSE_KEEPING_ASSESSMENT_ACTION_COUNSELED"
"HOUSE_KEEPING_ASSESSMENT_ACTION_COUNSELED_CLEANING","Provided counseling on what cleaning equipment is needed.","Selection","LeadModel","HOUSE_KEEPING_ASSESSMENT_ACTION_COUNSELED_CLEANING"
"HOUSE_KEEPING_ASSESSMENT_ACTION_COUNSELED_CLEANING_YES_SPECIFY","Specify:","String","LeadModel",""
"HOUSE_KEEPING_ASSESSMENT_ACTION_FLOORING","Flooring treatments needed.","Selection","LeadModel","HOUSE_KEEPING_ASSESSMENT_ACTION_FLOORING"
"HOUSE_KEEPING_ASSESSMENT_ACTION_FLOORING_YES_SPECIFY","Specify:","String","LeadModel",""
"HOUSE_KEEPING_ASSESSMENT_ACTION_INSTRUCTED_CLEANING","Instructed family on special cleaning methods.","Selection","LeadModel","HOUSE_KEEPING_ASSESSMENT_ACTION_INSTRUCTED_CLEANING"
"HOUSE_KEEPING_ASSESSMENT_ACTION_INSTRUCTED_CLEANING_YES_SPECIFY","Specify:","String","LeadModel",""
"HOUSE_KEEPING_ASSESSMENT_CLEANING","Is cleaning equipment adequate?","Selection","LeadModel","HOUSE_KEEPING_ASSESSMENT_CLEANING"
"HOUSE_KEEPING_ASSESSMENT_FLOOR","Are floor coverings adequate to maintain clean environment?","Selection","LeadModel","HOUSE_KEEPING_ASSESSMENT_FLOOR"
"HOUSE_KEEPING_CLEANING","What cleaning equipment does the family have the in the dwelling?","Selection [Multiple]","LeadModel","HOUSE_KEEPING_CLEANING"
"HOUSE_KEEPING_CLEANING_FLOOR_SPECIFY","What types of floor coverings are found in the dwelling (check all that apply)?","Selection [Multiple]","LeadModel","HOUSE_KEEPING_CLEANING_FLOOR_SPECIFY"
"HOUSE_KEEPING_CLEANING_FLOOR_SPECIFY_OTHER_SPECIFY","Specify","String","LeadModel",""
"HOUSE_KEEPING_CLEANING_HOW_OFTEN_MOP","Wet mop the floors?","String","LeadModel",""
"HOUSE_KEEPING_CLEANING_HOW_OFTEN_SWEEP","Sweep the floors?","String","LeadModel",""
"HOUSE_KEEPING_CLEANING_HOW_OFTEN_VACUUM","Vacuum the floors?","String","LeadModel",""
"HOUSE_KEEPING_CLEANING_HOW_OFTEN_WINDOW","Wash the window troughs?","String","LeadModel",""
"HOUSE_KEEPING_FLOOR","Are the floor coverings smooth and/or cleanable?","Selection","LeadModel","HOUSE_KEEPING_FLOOR"
"HOUSE_KEEPING_OVERALL","Select the overall status of cleanliness based on observations of cleanlines in the dwelling.","Selection","LeadModel","HOUSE_KEEPING_OVERALL"
"HOUSEHOLD_CONTACT_MEDICAL_EMPLOYEE","Was the patient a household contact of an employee in a medical, dental, or other field involving contact with human blood?","Selection","GeneralModel","HOUSEHOLD_CONTACT_MEDICAL_EMPLOYEE"
"HOUSEHOLD_CONTACT_TRAVELLED_INSIDE_US","Did the household contact travel inside the US?","Selection","HepModel","HOUSEHOLD_CONTACT_TRAVELLED_INSIDE_US"
"HOUSEHOLD_CONTACT_TRAVELLED_INSIDE_US_STATES","States travelled to","String","HepModel",""
"HOUSEHOLD_CONTACT_TRAVELLED_OUTSIDE_US","Did the household contact travel outside the US?","Selection","HepModel","HOUSEHOLD_CONTACT_TRAVELLED_OUTSIDE_US"
"HOUSEHOLD_CONTACT_TRAVELLED_OUTSIDE_US_WHERE","Where?","String","HepModel",""
"HPS_CRITERIA_MET","Does the case meet HPS case definition","Selection","GeneralModel","HPS_CRITERIA_MET"
"HYDROCELE","Hydrocele","Selection","GeneralModel","HYDROCELE"
"HYPERTENSION_MEDICATION","At diagnosis, were you receiving medications to treat high blood pressure?","Selection","GeneralModel","HYPERTENSION_MEDICATION"
"ICU_ADMIT_DATE","Date of first ICU admission","Date","GeneralModel",""
"ICU_DISCHARGE_DATE","Date of first ICU discharge","Date","GeneralModel",""
"ICU_YN","Was the patient admitted to an intensive care unit (ICU)?","Selection","GeneralModel","ICU_YN"
"ID_TYPE","ID type","ReferenceCode","STDModel","ID_TYPES"
"ID_VALUE","ID","String","STDModel",""
"IDENTIFIED_BY_BLOOD_SCREENING","Identified as having a WNV infection through routine blood donation screening by the blood collection agency. (May or may not be symptomatic.)","Selection","GeneralModel","IDENTIFIED_BY_BLOOD_SCREENING"
"IDENTIFIED_HEPA_CASE_DAYCARE","Was there an identified HepA case?","Selection","HepModel","IDENTIFIED_HEPA_CASE_DAYCARE"
"IDENTIFIED_RISK_FACTOR","Identified Risk Factor","Selection","GeneralModel","IDENTIFIED_RISK_FACTOR"
"IDENTIFIED_RISK_FACTOR_OTHER_IDENTIFIED","Please specify","String","GeneralModel",""
"IDU_12_MOS","Engaged in injection drug use in past 12 months?","ReferenceCode","STDModel","YNRD"
"IDU_IX_PD","Engaged in injection drug use during interview period?","ReferenceCode","STDModel","YNRD"
"IDU_SHARED_12_MOS","Shared injection drug equipment in past 12 months?","ReferenceCode","STDModel","YNRD"
"IDU_SHARED_IX_PD","Shared injection drug equipment during interview period?","ReferenceCode","STDModel","YNRD"
"IGG_ACUTE_TEST_DATE","Acute test date","Date","GeneralModel",""
"IGG_ACUTE_TEST_RESULT","Acute test result","ReferenceCode","GeneralModel","CS_LAB_TEST_INTERPRETATION"
"IGG_ACUTE_TEST_RESULT_VALUE","Result value","String","GeneralModel",""
"IGG_CONVALESCENT_REASON_NOT_COLLECTED","Reason convalescent not collected","Selection","GeneralModel","IGG_CONVALESCENT_REASON_NOT_COLLECTED"
"IGG_CONVALESCENT_RESULT","Convalescent result","ReferenceCode","GeneralModel","CS_LAB_TEST_INTERPRETATION"
"IGG_CONVALESCENT_RESULT_VALUE","Convalescent result value","String","GeneralModel",""
"IGG_CONVALESCENT_TEST_DATE","Convalescent test date","Date","GeneralModel",""
"IGG_FOURFOLD_RISE_TITER","Fourfold rise in titer?","Selection","GeneralModel","IGG_FOURFOLD_RISE_TITER"
"IGG_GP_ELISA_MANUFACTURER","Manufacturer","ReferenceCode","GeneralModel","CS_LAB_GP_ELISA_MANU"
"IGG_PERFORMED","IgG performed","Selection","GeneralModel","IGG_PERFORMED"
"IGG_TEST_TYPE","Test type","Selection","GeneralModel","IGG_TEST_TYPE"
"IGG_TEST_TYPE_SPECIFY","Specify","String","GeneralModel",""
"IGG_WHOLE_CELL_ELISA_MANUFACTURER","Manufacturer","ReferenceCode","GeneralModel","CS_LAB_WHOLE_CELL_ELISA_MANU"
"IGM_ANTI_HDV_DATE","IgM anti-HDV","Date","HepModel",""
"IGM_ANTI_HDV_RESULT","IgM anti-HDV result","Selection","HepModel","IGM_ANTI_HDV_RESULT"
"IGM_PERFORMED","IgM perfromed","Selection","GeneralModel","IGM_PERFORMED"
"IGM_SPECIMEN_DATE","Specimen date","Date","GeneralModel",""
"IGM_TEST_RESULT","Test result","ReferenceCode","GeneralModel","CS_LAB_TEST_INTERPRETATION"
"IGM_TEST_RESULT_VALUE","Result value","String","GeneralModel",""
"IGM_TEST_TYPE","Test type","Selection","GeneralModel","IGM_TEST_TYPE"
"IGM_TEST_TYPE_SPECIFY","Specify","String","GeneralModel",""
"ILLEGAL_DRUGS_INJECTED","Injected illegal drugs","Selection","STDModel","ILLEGAL_DRUGS_INJECTED"
"ILLEGAL_DRUGS_SNORTED","Snorted illegal drugs","Selection","STDModel","ILLEGAL_DRUGS_SNORTED"
"ILLICIT_DRUG_USE","Illicit drug use?","Selection","HepModel","ILLICIT_DRUG_USE"
"ILLICIT_DRUG_USE_PAST","Past drug use?","Selection","HepModel","ILLICIT_DRUG_USE_PAST"
"ILLICIT_DRUG_USE_PAST_INJECTION","Injection drug use?","Selection","HepModel","ILLICIT_DRUG_USE_PAST_INJECTION"
"ILLICIT_DRUG_USE_PRESENT","Present drug use?","Selection","HepModel","ILLICIT_DRUG_USE_PRESENT"
"ILLICIT_DRUG_USE_PRESENT_INJECTION","Injection drug use?","Selection","HepModel","ILLICIT_DRUG_USE_PRESENT_INJECTION"
"ILLICIT_DRUG_USE_UNKNOWN_TIMEFRAME","Unknown timeframe for drug use?","Selection","HepModel","ILLICIT_DRUG_USE_UNKNOWN_TIMEFRAME"
"ILLICIT_DRUG_USE_UNKNOWN_TIMEFRAME_INJECTION","Injection drug use?","Selection","HepModel","ILLICIT_DRUG_USE_UNKNOWN_TIMEFRAME_INJECTION"
"ILLNESS_DURATION","Duration of illness (in days)","Number","HepModel",""
"ILLNESS_DURATION","Illness duration","Number","GeneralModel",""
"ILLNESS_DURATION_UNIT","Unit","ReferenceCode","GeneralModel","ILLNESS_DURATION"
"ILLNESS_END_DATE","Illness end date","Date","GeneralModel",""
"IMMSUPP_YN","Immunocompromised condition","ReferenceCode","GeneralModel","COVID-19 YNUNK Value Set"
"IMMUNIZATION_REQUEST_END_DATE","End Date for request (required)","Date","GeneralModel",""
"IMMUNIZATION_REQUEST_REQUIRED","Make an immunization request?","Selection","GeneralModel","IMMUNIZATION_REQUEST_REQUIRED"
"IMMUNIZATION_REQUEST_START_DATE","Start Date for request (optional)","Date","GeneralModel",""
"IMMUNO_SUPRESSION_MEDICATION","At diagnosis, were you receiving medications that suppress the immune system?","Selection","GeneralModel","IMMUNO_SUPRESSION_MEDICATION"
"IMMUNO_SUPRRESSED","At diagnosis, were you immune suppressed?","Selection","GeneralModel","IMMUNO_SUPRRESSED"
"IMMUNO_SUPRRESSED_SPECIFY","Specify","ReferenceCode","GeneralModel","CS_IMMUNO_CONDITION"
"IMPORTED","Where was this infection acquired?","Selection","STDModel","IMPORTED"
"IMPORTED_C_SPECIFY","Specify country","String","STDModel",""
"IMPORTED_DISEASE","Was the case locally acquired or imported into the state or the US","Selection","GeneralModel","IMPORTED_DISEASE"
"IMPORTED_DISEASE","Was the case locally acquired or imported into the state or the US","Selection","HepModel","IMPORTED_DISEASE"
"IMPORTED_DISEASE_CITY","Imported city","String","HepModel",""
"IMPORTED_DISEASE_CITY","Imported city","String","GeneralModel",""
"IMPORTED_DISEASE_COUNTRY","Imported country","String","GeneralModel",""
"IMPORTED_DISEASE_COUNTRY","Imported country","String","HepModel",""
"IMPORTED_DISEASE_COUNTY","Imported county","ReferenceCode [CS_COUNTIES]","HepModel","CS_COUNTIES"
"IMPORTED_DISEASE_COUNTY","Imported county","ReferenceCode","GeneralModel","CS_COUNTIES"
"IMPORTED_DISEASE_STATE","Imported state","String","GeneralModel",""
"IMPORTED_DISEASE_STATE","Imported state","String","HepModel",""
"IMPORTED_S_SPECIFY","Specify state","String","STDModel",""
"INCARCERATED_12_MO","Incarcerated in past 12 months","ReferenceCode","STDModel","YNRD"
"INCARCERATED_12_MO_LOCATION","Location incarcerated","String","STDModel",""
"INCARCERATED_12_MO_REASON","Reason incarcerated","String","STDModel",""
"INCARCERATED_24_HOURS_OR_MORE","Incarcerated for longer than 24 hours?","Selection","HepModel","INCARCERATED_24_HOURS_OR_MORE"
"INCARCERATED_24_HOURS_OR_MORE_FACILITY","Facility","Selection","HepModel","INCARCERATED_24_HOURS_OR_MORE_FACILITY"
"INCARCERATED_CURRENT","Currently incarcerated?","ReferenceCode","STDModel","YNUR"
"INCARCERATED_CURRENT_LOCATION","Location incarcerated","String","STDModel",""
"INCARCERATED_CURRENT_REASON","Reason incarcerated","String","STDModel",""
"INCARCERATED_LAST_12_MONTHS","Incarcerated in the last 12 months","Selection","STDModel","INCARCERATED_LAST_12_MONTHS"
"INCARCERTATED_EVER","Ever incarcertated","Selection","STDModel","INCARCERTATED_EVER"
"INCENTIVE_PROVIDED","Incentive provided","Selection","STDModel","INCENTIVE_PROVIDED"
"INCREASED_HEMATOCRIT","Increased Hematocrit","Selection","GeneralModel","INCREASED_HEMATOCRIT"
"INDUSTRY","What industry do you work in?","ReferenceCode","GeneralModel","Industry List"
"INDUSTRY_OTHER","Specify Other Industry","String","GeneralModel",""
"INFECTED_IN_UTERO","Infant that was born to a mother who had a WNV illness/infection during their pregnancy.","Selection","GeneralModel","INFECTED_IN_UTERO"
"INFECTION_TYPE","Infection type","Selection","GeneralModel","INFECTION_TYPE"
"INFECTION_TYPE_SPECIFY","Specify","String","GeneralModel",""
"INFORAMATION_GIVEN_BY","Who is giving the information?","Selection [Multiple]","GeneralModel","INFORAMATION_GIVEN_BY"
"INFORMED_CONSENT","Did you inform Zika positive pregnant mothers and they understand that we will continue to monitor them and their babies, including collecting data from them and their providers and that we will provide de-identified data to the Centers for Disease Control?","Selection","GeneralModel","INFORMED_CONSENT"
"INITIAL_CASE_STATUS","Initial case status","Selection","GeneralModel","INITIAL_CASE_STATUS"
"INITIAL_CASE_STATUS","Initial case status","Selection","HepModel","INITIAL_CASE_STATUS"
"INJECTION_DRUGS_LAST_12_MONTHS","Used injection drugs in the last 12 months?","Selection","STDModel","INJECTION_DRUGS_LAST_12_MONTHS"
"INJECTION_DRUGS_LAST_12_MONTHS_SHARED_EQUIPMENT","Shared ID equipment?","Selection","STDModel","INJECTION_DRUGS_LAST_12_MONTHS_SHARED_EQUIPMENT"
"INSURANCE_CARRIER","Carrier","ReferenceCode [INS_CARRIER]","HepModel","INS_CARRIER"
"INSURANCE_CARRIER","Carrier","ReferenceCode","GeneralModel","INS_CARRIER"
"INSURANCE_CARRIER_SPECIFY","Specify insurance carrier","String","GeneralModel",""
"INSURANCE_CARRIER_SPECIFY","Specify insurance carrier","String","HepModel",""
"INSURANCE_DETAILS","Additional policy details","String","HepModel",""
"INSURANCE_DETAILS","Additional policy details","String","GeneralModel",""
"INSURANCE_GROUP_NUMBER","Group #","String","GeneralModel",""
"INSURANCE_GROUP_NUMBER","Group #","String","HepModel",""
"INSURANCE_POLICY_NUMBER","Policy / ID / member #","String","HepModel",""
"INSURANCE_POLICY_NUMBER","Policy / ID / member #","String","GeneralModel",""
"INSURANCE_STATUS","Patient's insurance status","Selection","GeneralModel","INSURANCE_STATUS"
"INSURANCE_STATUS","Patient's insurance status","Selection","HepModel","INSURANCE_STATUS"
"INSURANCE_STATUS","What is your current insurance status?","ReferenceCode","STDModel","SURRG_INS_STATUS"
"INSURANCE_TYPE","Insurance Type:","Selection","LeadModel","INSURANCE_TYPE"
"INSURANCE_TYPE","Insurance - public or private","Selection","HepModel","INSURANCE_TYPE"
"INSURANCE_TYPE","Insurance - public or private","Selection","GeneralModel","INSURANCE_TYPE"
"INSURANCE_TYPE_OTHER_DESC","Description","String","LeadModel",""
"INTER_ABATEMENT_NO_RELOCATION_MEASURES_OTHER","Specify","String","LeadModel",""
"INTERIM_ABATEMENT_NO_RELOCATION","No relocation during abatement?","Selection","LeadModel","INTERIM_ABATEMENT_NO_RELOCATION"
"INTERIM_ABATEMENT_NO_RELOCATION_MEASURES","List Measures to ensure that abatement can be performed safely while occupancy continues and that access to required amenities will be maintained throughout the term of the abatement project:","ReferenceCode","LeadModel","ABATEMENT_MEASURES"
"INTERIM_ABATEMENT_RELOCATION","Temporary Relocation during abatement ONLY?","Selection","LeadModel","INTERIM_ABATEMENT_RELOCATION"
"INTERIM_ABATEMENT_RELOCATION_YES_ADDRESS_STATE","State:","String","LeadModel",""
"INTERIM_ABATEMENT_RELOCATION_YES_ADDRESS_STREET","Street:","String","LeadModel",""
"INTERIM_ABATEMENT_RELOCATION_YES_ADDRESS_ZIP","Zip Code:","String","LeadModel",""
"INTERIM_ABATEMENT_RELOCATION_YES_CITY","City:","String","LeadModel",""
"INTERIM_ABATEMENT_RELOCATION_YES_DATE","Relocation Date","Date","LeadModel",""
"INTERIM_ABATEMENT_RELOCATION_YES_MEASURES","List measures to ensure that relocation address is lead-safe:","ReferenceCode","LeadModel","LEAD_SAFE_MEASURES"
"INTERIM_ABATEMENT_RELOCATION_YES_MEASURES_OTHER","Specify:","String","LeadModel",""
"INTERIM_DATE","Inspection Date(s)","Date","LeadModel",""
"INTERIM_MEASURES_IMPLEMENTED","Interim control measures implemented in primary residence","ReferenceCode","LeadModel","INTERIM_MEASURES"
"INTERIM_MEASURES_IMPLEMENTED_FIRST_NAME","First Name:","String","LeadModel",""
"INTERIM_MEASURES_IMPLEMENTED_LAST_NAME","Last Name:","String","LeadModel",""
"INTERIM_MEASURES_IMPLEMENTED_PHONE","Telephone:","String","LeadModel",""
"INTERIM_MEASURESIMPLEMENTED_OTHER","Specify:","String","LeadModel",""
"INTERIM_RELOCATION","Immediate relocation of:","Selection","LeadModel","INTERIM_RELOCATION"
"INTERIM_RELOCATION_ADDRESS_CITY","City:","String","LeadModel",""
"INTERIM_RELOCATION_ADDRESS_STATE","State:","String","LeadModel",""
"INTERIM_RELOCATION_ADDRESS_STREET","Street:","String","LeadModel",""
"INTERIM_RELOCATION_ADDRESS_ZIP","Zip Code:","String","LeadModel",""
"INTERIM_RELOCATION_DATE","Relocation Date:","Date","LeadModel",""
"INTERIM_RELOCATION_MEASURES","List measures taken to ensure that relocation address is lead-safe:","ReferenceCode","LeadModel","LEAD_SAFE_MEASURES"
"INTERIM_RELOCATION_MEASURES_OTHER","Specify:","String","LeadModel",""
"INTERNATIONAL_IMPORT","Is this case linked to an international imported case either directly or within same chain of transmission?","Selection","GeneralModel","INTERNATIONAL_IMPORT"
"INTERNATIONAL_TRAVEL","Did the patient travel outside of the US prior to onset?","Selection","GeneralModel","INTERNATIONAL_TRAVEL"
"INTERNATIONAL_TRAVEL_ARRIVAL_CARRIER","Travel arrival carrier","String","GeneralModel",""
"INTERNATIONAL_TRAVEL_COUNTRY","List any international destinations of recent travel","String","GeneralModel",""
"INTERNATIONAL_TRAVEL_CRUISE_FLIGHT_NUMBER","Cruise/Flight number","String","GeneralModel",""
"INTERNATIONAL_TRAVEL_DEPARTURE_DATE","Date departed for international travel","Date","GeneralModel",""
"INTERNATIONAL_TRAVEL_DURATION","Duration of stay (days)","Number","GeneralModel",""
"INTERNATIONAL_TRAVEL_FINAL_RETURN_DATE","Date the subject returned from all travel","Date","GeneralModel",""
"INTERNATIONAL_TRAVEL_LODGING","Lodging location(s)","String","GeneralModel",""
"INTERNET_NOTIFICATION_REQUIRED","Does this field record require Internet notification?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED","Where was notification attempted?","Selection [Multiple]","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_ADAM_4_ADAM_NUMBER_ATTEMPTS","How many Adam4Adam attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_ADAM_4_ADAM_PATIENT_RESPONSE","Did the patient respond via Adam4Adam?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_ADAM_4_ADAM_PATIENT_RESPONSE"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_BGC_LIVE_NUMBER_ATTEMPTS","How many BGCLive attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_BGC_LIVE_PATIENT_RESPONSE","Did the patient respond via BGCLive?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_BGC_LIVE_PATIENT_RESPONSE"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_FACEBOOK_NUMBER_ATTEMPTS","How many Facebook attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_FACEBOOK_PATIENT_RESPONSE","Did the patient respond via Facebook?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_FACEBOOK_PATIENT_RESPONSE"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_MAN_HUNT_NUMBER_ATTEMPTS","How many Manhunt attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_MAN_HUNT_PATIENT_RESPONSE","Did the patient respond via Manhunt?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_MAN_HUNT_PATIENT_RESPONSE"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_MY_SPACE_NUMBER_ATTEMPTS","How many MySpace attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_MY_SPACE_PATIENT_RESPONSE","Did the patient respond via MySpace?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_MY_SPACE_PATIENT_RESPONSE"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_OTHER_DESC","Other venue","String","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_OTHER_NUMBER_ATTEMPTS","How many other attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_OTHER_PATIENT_RESPONSE","Did the patient respond via another venue?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_OTHER_PATIENT_RESPONSE"
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_X_TUBE_NUMBER_ATTEMPTS","How many XTube attempts were made?","Number","STDModel",""
"INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_X_TUBE_PATIENT_RESPONSE","Did the patient respond via XTube?","Selection","STDModel","INTERNET_NOTIFICATION_REQUIRED_NOTIFICATION_ATTEMPTED_X_TUBE_PATIENT_RESPONSE"
"INTERPRETER_NEEDED","Interpreter needed","Selection","GeneralModel","INTERPRETER_NEEDED"
"INTERPRETER_NEEDED","Interpreter needed","Selection","HepModel","INTERPRETER_NEEDED"
"INTERPRETER_NEEDED_LANGUAGE","Interpreter language needed","String","HepModel",""
"INTERPRETER_NEEDED_LANGUAGE","Interpreter language needed","String","GeneralModel",""
"INTERVENTION_NAME","Intervention name","String","STDModel",""
"INTERVENTION_STATUS","Intervention status","Selection","STDModel","INTERVENTION_STATUS"
"INTERVIEW_DATE","Date of this interview","Date","STDModel",""
"INTERVIEW_INFORMATION","Was information obtained from the interview process?","ReferenceCode","STDModel","INTERVIEW_INFORMATION_YES"
"INTERVIEW_INFORMATION_CONJOINT_ID","COIN case","Case","STDModel",""
"INTERVIEW_INFORMATION_ITERATION_ID","Iteration ID of existing block","DistinctID","STDModel",""
"INTERVIEW_INFORMATION_PREVENT_JOIN","Prevents this answer block from being joined if the current case is joined","Selection","STDModel","INTERVIEW_INFORMATION_PREVENT_JOIN"
"INTERVIEW_INFORMATION_SELECTED_CONJOINT_CASE","Copy answer block to coinfection case","Case","STDModel",""
"INTERVIEW_INFORMATION_SOURCE_ID","Source case of the current block","Case","STDModel",""
"INTERVIEW_INFORMATION_UNJOINED_ITERATION_ID","Iteration ID of Blocks that came from a cjt case that was then unjoined","String","STDModel",""
"INTERVIEW_LOCATION","Interview location","ReferenceCode","STDModel","INTERVIEW_LOCATION"
"INTERVIEW_LOCATION_OTHER_DESC","Specify other interview location","String","STDModel",""
"INTERVIEW_NOT_REQUIRED_NOTES","Interview not required notes Note written by: ${Answer.INTERVIEW_NOT_REQUIRED_NOTES_USER} Date and time: ${Answer.INTERVIEW_NOT_REQUIRED_NOTES_TIMESTAMP}","TextArea","STDModel",""
"INTERVIEW_NOT_REQUIRED_NOTES_TIMESTAMP","Timestamp","String","STDModel",""
"INTERVIEW_NOT_REQUIRED_NOTES_USER","User","String","STDModel",""
"INTERVIEW_NOT_REQUIRED_REASON","Reason interview not required","Selection","STDModel","INTERVIEW_NOT_REQUIRED_REASON"
"INTERVIEW_PERIOD_END_DATE","Interview period end date","Date","STDModel",""
"INTERVIEW_PERIOD_MONTHS","Interview period (months)","Number","STDModel",""
"INTERVIEW_PERIOD_START_DATE","Interview period start date","Date","STDModel",""
"INTERVIEW_RECORD_NOTES","Notes Note written by: ${Answer.INTERVIEW_RECORD_NOTES_USER} Date and time: ${Answer.INTERVIEW_RECORD_NOTES_TIMESTAMP}","TextArea","STDModel",""
"INTERVIEW_RECORD_NOTES_TIMESTAMP","Timestamp","String","STDModel",""
"INTERVIEW_RECORD_NOTES_USER","User","String","STDModel",""
"INTERVIEW_TYPE","Interview type","ReferenceCode","STDModel","INTERVIEW_TYPE"
"INTERVIEW_TYPE_CONJOINT_ID","COIN case","Case","STDModel",""
"INTERVIEW_TYPE_ITERATION_ID","Iteration ID of existing block","DistinctID","STDModel",""
"INTERVIEW_TYPE_PREVENT_JOIN","Prevents this answer block from being joined if the current case is joined","Selection","STDModel","INTERVIEW_TYPE_PREVENT_JOIN"
"INTERVIEW_TYPE_SELECTED_CONJOINT_CASE","Copy answer block to coinfection case","Case","STDModel",""
"INTERVIEW_TYPE_SOURCE_ID","Source case of the current block","Case","STDModel",""
"INTERVIEW_TYPE_UNJOINED_ITERATION_ID","Iteration ID of Blocks that came from a cjt case that was then unjoined","String","STDModel",""
"INTERVIEW_WORKER","Worker who conducted interview","User","STDModel",""
"INTERVIEWED_BY_PROXY","Interviewed by proxy?","Selection","GeneralModel","INTERVIEWED_BY_PROXY"
"INTERVIEWED_BY_PROXY","Interviewed by proxy?","Selection","HepModel","INTERVIEWED_BY_PROXY"
"INTUBATION","Intubation","Selection","GeneralModel","INTUBATION"
"INVESTIGATION_END_DATE","Date investigation ended","Date","GeneralModel",""
"INVESTIGATION_END_DATE","Date investigation ended","Date","HepModel",""
"investigation_id","","id","ids_investigationresult",""
"investigation_result_id","","Text","ids_investigationresultattr",""
"INVESTIGATION_START_DATE","Case investigation start date","Date","HepModel",""
"INVESTIGATION_START_DATE","Case investigation start date","Date","GeneralModel",""
"INVESTIGATION_STATUS","Investigation status (assigned to ${Answer.INVESTIGATION_STATUS_ASSIGNED_TO.Current,User not set})","ReferenceCode","GeneralModel","INV_STATUS"
"INVESTIGATION_STATUS","Investigation status (assigned to ${Answer.INVESTIGATION_STATUS_ASSIGNED_TO.Current,User not set})","ReferenceCode [INV_STATUS]","HepModel","INV_STATUS"
"INVESTIGATION_STATUS","Investigation status (assigned to ${Answer.INVESTIGATION_STATUS_ASSIGNED_TO.Current,User not set})","ReferenceCode","STDModel","INV_STATUS"
"INVESTIGATION_STATUS_ASSIGNED_TO","Name of STD investigator","User","STDModel",""
"INVESTIGATION_STATUS_ASSIGNED_TO","Name of investigator","User","HepModel",""
